Stamnummer,Thuisploeg,Uitploeg
1272,KSK Heist,KSK Heist
1273,Unknown Club,Unknown Club
1274,RSC Beaufays,RSC Beaufays
1275,Unknown Club,Unknown Club
1276,KFC De Jeugd Borgloon,KFC De Jeugd Borgloon
1277,Unknown Club,Unknown Club
1278,RUS Jemeppes-sur-Sambre,RUS Jemeppes-sur-Sambre
1279,Unknown Club,Unknown Club
1280,HOVV Oostham,HOVV Oostham
1281,KVV Rauw Sport Mol,KVV Rauw Sport Mol
1282,Unknown Club,Unknown Club
1283,Sint-Dimphna FC Zammel,Sint-Dimphna FC Zammel
1284,Unknown Club,Unknown Club
1285,KFC Molenzonen Hallaar,KFC Molenzonen Hallaar
1286,Unknown Club,Unknown Club
1287,RFC Hollogne,RFC Hollogne
1288,KVV Heidebloem Dilsen,KVV Heidebloem Dilsen
1289,Unknown Club,Unknown Club
1290,Eendracht Hoeilaart,Eendracht Hoeilaart
1291,KFC Moerbeke,KFC Moerbeke
1292,FC Verbroedering Wilsele,FC Verbroedering Wilsele
1293,Unknown Club,Unknown Club
1294,REH Bierwart,REH Bierwart
1295,Unknown Club,Unknown Club
1296,SV Wevelgem City,SV Wevelgem City
1297,Unknown Club,Unknown Club
1298,Unknown Club,Unknown Club
1299,Football Athletiek Club Standaard Gent,Football Athletiek Club Standaard Gent
1300,Unknown Club,Unknown Club
1301,KFC Liedekerke,KFC Liedekerke
1302,Entente Durbuy,Entente Durbuy
1303,Unknown Club,Unknown Club
1304,Mont FC,Mont FC
1305,Unknown Club,Unknown Club
1306,Koninklijk Groen Rood Katelijne,Koninklijk Groen Rood Katelijne
1307,Jeunesse Aischoise,Jeunesse Aischoise
1308,Unknown Club,Unknown Club
1309,KFC Overijse,KFC Overijse
1310,KFC Kontich,KFC Kontich
1311,Unknown Club,Unknown Club
1312,Olympic FC Stockel,Olympic FC Stockel
1313,KV Cercle Melle,KV Cercle Melle
1314,ROC Rochois,ROC Rochois
1315,Unknown Club,Unknown Club
1316,KFC Gavere-Asper,KFC Gavere-Asper
1317,Unknown Club,Unknown Club
1318,Berg en Dal VV,Berg en Dal VV
1319,Unknown Club,Unknown Club
1320,Eendracht De Haan,Eendracht De Haan
1321,Unknown Club,Unknown Club
1322,KFC Gerda Sint-Niklaas,KFC Gerda Sint-Niklaas
1323,Unknown Club,Unknown Club
1324,RSC Habay La Neuve,RSC Habay La Neuve
1325,Unknown Club,Unknown Club
1326,Diegem Star Voetbalvereeniging,Diegem Star Voetbalvereeniging
1327,Unknown Club,Unknown Club
1328,Heers VV,Heers VV
1329,Unknown Club,Unknown Club
1330,RCS Escanaffles,RCS Escanaffles
1331,Unknown Club,Unknown Club
1332,Heers VV,Heers VV
1333,Brielen Sport,Brielen Sport
1334,Unknown Club,Unknown Club
1335,RRC Hamoir,RRC Hamoir
1336,Unknown Club,Unknown Club
1337,KVV Windeke,KVV Windeke
1338,Unknown Club,Unknown Club
1339,ES Melreux-Hotton,ES Melreux-Hotton
1340,KFC Heibloem Zittaart,KFC Heibloem Zittaart
1341,Opitter FC,Opitter FC
1342,Unknown Club,Unknown Club
1343,Racing Athlétique Florenvillois,Racing Athlétique Florenvillois
1344,Unknown Club,Unknown Club
1345,RLC Warmifontaine,RLC Warmifontaine
1346,ES de la Molignée,ES de la Molignée
1347,Unknown Club,Unknown Club
1348,RSC Nassogne,RSC Nassogne
1349,Koninklijke Hoger Op Wolvertem Merchtem,Koninklijke Hoger Op Wolvertem Merchtem
1350,KFC Buul,KFC Buul
1351,Unknown Club,Unknown Club
1352,RUS Courcelloise,RUS Courcelloise
1353,Unknown Club,Unknown Club
1354,Jeunesse Haccourtoise,Jeunesse Haccourtoise
1355,Unknown Club,Unknown Club
1356,BS Westhoek,BS Westhoek
1357,Unknown Club,Unknown Club
1358,KFC Herent,KFC Herent
1359,Unknown Club,Unknown Club
1360,Kabouters Opglabbeek,Kabouters Opglabbeek
1361,Red Star Korspel,Red Star Korspel
1362,Unknown Club,Unknown Club
1363,KSOC Maria-ter-Heide,KSOC Maria-ter-Heide
1364,Unknown Club,Unknown Club
1365,FC Hooger-op Bachte,FC Hooger-op Bachte
1366,Unknown Club,Unknown Club
1367,RRC Longlier,RRC Longlier
1368,Unknown Club,Unknown Club
1369,RJS Fontainoise,RJS Fontainoise
1370,KFC Flandria Ravels,KFC Flandria Ravels
1371,Unknown Club,Unknown Club
1372,KV Woluwe-Zaventem,KV Woluwe-Zaventem
1373,Unknown Club,Unknown Club
1374,ROC Meix-Devant-Virton,ROC Meix-Devant-Virton
1375,Unknown Club,Unknown Club
1376,RAC Saint-Mard,RAC Saint-Mard
1377,KVR Overboelare,KVR Overboelare
1378,RFC Bomal,RFC Bomal
1379,Unknown Club,Unknown Club
1380,Eendracht Gerhees Oostham,Eendracht Gerhees Oostham
1381,Arsenal Oplinter,Arsenal Oplinter
1382,Unknown Club,Unknown Club
1383,Excelsior Ophoven Geistingen,Excelsior Ophoven Geistingen
1384,Excelsior Biévène,Excelsior Biévène
1385,Unknown Club,Unknown Club
1386,RUS Gouvy,RUS Gouvy
1387,Unknown Club,Unknown Club
1388,Voorwaarts Tienen,Voorwaarts Tienen
1389,Unknown Club,Unknown Club
1390,Red Star Drieslinter,Red Star Drieslinter
1391,Unknown Club,Unknown Club
1392,KSV Heist-op-den-Berg,KSV Heist-op-den-Berg
1393,Unknown Club,Unknown Club
1394,Sparta Kuringen,Sparta Kuringen
1395,Koninklijke Sporting Hasselt,Koninklijke Sporting Hasselt
1396,KSK Kruishoutem,KSK Kruishoutem
1397,Unknown Club,Unknown Club
1398,Merksplas SK,Merksplas SK
1399,Unknown Club,Unknown Club
1400,Wallonia Walhain CG,Wallonia Walhain CG
1401,Unknown Club,Unknown Club
1402,KSC Hoegaarden,KSC Hoegaarden
1403,Unknown Club,Unknown Club
1404,Union Sportive Mettet-Molignée,Union Sportive Mettet-Molignée
1405,Groene Duivels Halen,Groene Duivels Halen
1406,Unknown Club,Unknown Club
1407,KFC Herzele,KFC Herzele
1408,Eendracht Moortsele,Eendracht Moortsele
1409,Unknown Club,Unknown Club
1410,Racing Dieghem Loo,Racing Dieghem Loo
1411,Unknown Club,Unknown Club
1412,Standaard Viversel,Standaard Viversel
1413,RUS Mean,RUS Mean
1414,Unknown Club,Unknown Club
1415,KVC Booischot,KVC Booischot
1416,Unknown Club,Unknown Club
1417,Excelsior Zedelgem,Excelsior Zedelgem
1418,Unknown Club,Unknown Club
1419,Stormvogels Drieslinter,Stormvogels Drieslinter
1420,Unknown Club,Unknown Club
1421,RES Harre-Manhay,RES Harre-Manhay
1422,Unknown Club,Unknown Club
1423,Racing Waregem,Racing Waregem
1424,Unknown Club,Unknown Club
1425,Wallonia Thisnes,Wallonia Thisnes
1426,Unknown Club,Unknown Club
1427,Victoria VV Stokrooie,Victoria VV Stokrooie
1428,Unknown Club,Unknown Club
1429,KVC De Toekomst Borsbeke,KVC De Toekomst Borsbeke
1430,Unknown Club,Unknown Club
1431,KSV Oud-Turnhout,KSV Oud-Turnhout
1432,Unknown Club,Unknown Club
1433,SC Tienen,SC Tienen
1434,Unknown Club,Unknown Club
1435,Peer VV,Peer VV
1436,Unknown Club,Unknown Club
1437,RFC Houmartois,RFC Houmartois
1438,RAS Pays Blanc Antoinien,RAS Pays Blanc Antoinien
1439,Unknown Club,Unknown Club
1440,Niel VV,Niel VV
1441,Unknown Club,Unknown Club
1442,Stade Gedinnois,Stade Gedinnois
1443,Unknown Club,Unknown Club
1444,RFC Saint-Hubert,RFC Saint-Hubert
1445,Unknown Club,Unknown Club
1446,Union Club Saint-Etienne Bertrix,Union Club Saint-Etienne Bertrix
1447,Unknown Club,Unknown Club
1448,RFC Forrières,RFC Forrières
1449,Patro Eisden Maasmechelen,Patro Eisden Maasmechelen
1450,Unknown Club,Unknown Club
1451,FC Brakel,FC Brakel
1452,KVV Klauwaerts Kemzeke,KVV Klauwaerts Kemzeke
1453,Unknown Club,Unknown Club
1454,Stekene Sportief,Stekene Sportief
1455,RUS Ferrières,RUS Ferrières
1456,Unknown Club,Unknown Club
1457,Battice FC,Battice FC
1458,Unknown Club,Unknown Club
1459,Hodeige Union,Hodeige Union
1460,Unknown Club,Unknown Club
1461,RUS Tellinoise,RUS Tellinoise
1462,Unknown Club,Unknown Club
1463,RCS Vielsalm,RCS Vielsalm
1464,Unknown Club,Unknown Club
1465,Verstandhouding Gewest Hasselt,Verstandhouding Gewest Hasselt
1466,Unknown Club,Unknown Club
1467,Royal Union Lasne Ohain,Royal Union Lasne Ohain
1468,Unknown Club,Unknown Club
1469,Marchin Sport,Marchin Sport
1470,Unknown Club,Unknown Club
1471,Kalmthout SK,Kalmthout SK
1472,Unknown Club,Unknown Club
1473,SK Rummen,SK Rummen
1474,Unknown Club,Unknown Club
1475,Holleken VC Linkebeek,Holleken VC Linkebeek
1476,Unknown Club,Unknown Club
1477,Sint-Job FC,Sint-Job FC
1478,Unknown Club,Unknown Club
1479,Zwevegem Sport,Zwevegem Sport
1480,Unknown Club,Unknown Club
1481,Verbroedering Hofstade,Verbroedering Hofstade
1482,Unknown Club,Unknown Club
1483,K. Beerschot AC,K. Beerschot AC
1484,WS Linkhout,WS Linkhout
1485,Unknown Club,Unknown Club
1486,Aurore Sportive Opontoise,Aurore Sportive Opontoise
1487,RCS Schaltin,RCS Schaltin
1488,KVK Svelta Melsele,KVK Svelta Melsele
1489,Unknown Club,Unknown Club
1490,Klim-Op Begijnendijk,Klim-Op Begijnendijk
1491,KFC Merelbeke,KFC Merelbeke
1492,KV Tremelo,KV Tremelo
1493,Unknown Club,Unknown Club
1494,Excelsior FC Essen,Excelsior FC Essen
1495,Unknown Club,Unknown Club
1496,KRC Boortmeerbeek,KRC Boortmeerbeek
1497,KFC Werchter,KFC Werchter
1498,KSK Lebbeke,KSK Lebbeke
1499,Unknown Club,Unknown Club
1500,RUS Rossart,RUS Rossart
1501,Sparta Buggenhout,Sparta Buggenhout
1502,Unknown Club,Unknown Club
1503,Sport Na Arbeid Heppen,Sport Na Arbeid Heppen
1504,Standaard FC Heppen,Standaard FC Heppen
1505,Unknown Club,Unknown Club
1506,RFC Miercet,RFC Miercet
1507,Unknown Club,Unknown Club
1508,KVC Hoger Op De Hoek,KVC Hoger Op De Hoek
1509,Unknown Club,Unknown Club
1510,Ourodenberg Sport,Ourodenberg Sport
1511,Unknown Club,Unknown Club
1512,Étoile Rosoutoise,Étoile Rosoutoise
1513,JS Thudinienne,JS Thudinienne
1514,Unknown Club,Unknown Club
1515,Delta Club Beigem,Delta Club Beigem
1516,Unknown Club,Unknown Club
1517,RCS Jalhay,RCS Jalhay
1518,K. Eendracht Stevoort,K. Eendracht Stevoort
1519,Unknown Club,Unknown Club
1520,K. Borsbeek Sport,K. Borsbeek Sport
1521,KFC Vrasene,KFC Vrasene
1522,Excelsior Veldwezelt,Excelsior Veldwezelt
1523,Wallonia Association Namur,Wallonia Association Namur
1524,Unknown Club,Unknown Club
1525,AS Ghlinoise,AS Ghlinoise
1526,Unknown Club,Unknown Club
1527,K. Londerzeel SK,K. Londerzeel SK
1528,Unknown Club,Unknown Club
1529,KAC Betekom,KAC Betekom
1530,Unknown Club,Unknown Club
1531,RSC Rendeux,RSC Rendeux
1532,Unknown Club,Unknown Club
1533,Sparta Geraardsbergen,Sparta Geraardsbergen
1534,Unknown Club,Unknown Club
1535,KFC Baal,KFC Baal
1536,Unknown Club,Unknown Club
1537,KVV Thes Sport Tessenderlo,KVV Thes Sport Tessenderlo
1538,Unknown Club,Unknown Club
1539,SC Zonnebeke,SC Zonnebeke
1540,KHO Huizingen,KHO Huizingen
1541,Unknown Club,Unknown Club
1542,KVV White Star Sombeke,KVV White Star Sombeke
1543,K. Eendracht Wervik,K. Eendracht Wervik
1544,Unknown Club,Unknown Club
1545,KHO Kortenaken,KHO Kortenaken
1546,Unknown Club,Unknown Club
1547,De Stormvogels,De Stormvogels
1548,VC Eendracht Huise-Ouwegem,VC Eendracht Huise-Ouwegem
1549,Unknown Club,Unknown Club
1550,RFC Luingnois,RFC Luingnois
1551,Unknown Club,Unknown Club
1552,KSK Kasterlee,KSK Kasterlee
1553,Unknown Club,Unknown Club
1554,SK Rapid Leest,SK Rapid Leest
1555,SK Heffen,SK Heffen
1556,Unknown Club,Unknown Club
1557,SK Hombeek,SK Hombeek
1558,Unknown Club,Unknown Club
1559,FC Zemst Sportief,FC Zemst Sportief
1560,VC Rijmenam,VC Rijmenam
1561,KFC Hever,KFC Hever
1562,Unknown Club,Unknown Club
1563,KV Bonheiden,KV Bonheiden
1564,Unknown Club,Unknown Club
1565,Londerzeel United,Londerzeel United
1566,Unknown Club,Unknown Club
1567,Morlanwelz,Morlanwelz
1568,Unknown Club,Unknown Club
1569,VNA Wortel,VNA Wortel
1570,Unknown Club,Unknown Club
1571,RRC Mormont,RRC Mormont
1572,Unknown Club,Unknown Club
1573,KFC Sparta Petegem,KFC Sparta Petegem
1574,Unknown Club,Unknown Club
1575,NVLH Keerbergen,NVLH Keerbergen
1576,Unknown Club,Unknown Club
1577,RUS Binche,RUS Binche
1578,Unknown Club,Unknown Club
1579,KVV Oostduinkerke,KVV Oostduinkerke
1580,Unknown Club,Unknown Club
1581,KV Eendracht Drongen,KV Eendracht Drongen
1582,Unknown Club,Unknown Club
1583,RCS Juslenvillois,RCS Juslenvillois
1584,Unknown Club,Unknown Club
1585,Puurs Excelsior RSK,Puurs Excelsior RSK
1586,Unknown Club,Unknown Club
1587,KVV Vlaamse Ardennen,KVV Vlaamse Ardennen
1588,Olympia FC Rupelmonde,Olympia FC Rupelmonde
1589,KEVC Beselare,KEVC Beselare
1590,Unknown Club,Unknown Club
1591,Eendracht Elene-Grotenberge,Eendracht Elene-Grotenberge
1592,Unknown Club,Unknown Club
1593,Rapide Santos Club Ophasselt,Rapide Santos Club Ophasselt
1594,Unknown Club,Unknown Club
1595,Gooreind VV,Gooreind VV
1596,Unknown Club,Unknown Club
1597,Putte SK,Putte SK
1598,Unknown Club,Unknown Club
1599,FCSKV Overmere,FCSKV Overmere
1600,BJK Sint-Truiden,BJK Sint-Truiden
1601,KVC Kessel-Lo 2000,KVC Kessel-Lo 2000
1602,Unknown Club,Unknown Club
1603,Diegem Sport,Diegem Sport
1604,Peerder Sportvrienden,Peerder Sportvrienden
1605,KHO Bierbeek,KHO Bierbeek
1606,Unknown Club,Unknown Club
1607,Stormvogels Haasrode,Stormvogels Haasrode
1608,Unknown Club,Unknown Club
1609,Sparta Wortegem,Sparta Wortegem
1610,Unknown Club,Unknown Club
1611,FCV Dender EH,FCV Dender EH
1612,KFC Olympic Burst,KFC Olympic Burst
1613,Unknown Club,Unknown Club
1614,KESK Leopoldsburg,KESK Leopoldsburg
1615,Entente Rechaintoise,Entente Rechaintoise
1616,Unknown Club,Unknown Club
1617,KFC Rapide Wezemaal,KFC Rapide Wezemaal
1618,Unknown Club,Unknown Club
1619,KFC Volharding Wintam Eikevliet,KFC Volharding Wintam Eikevliet
1620,Unknown Club,Unknown Club
1621,FC Alken,FC Alken
1622,Unknown Club,Unknown Club
1623,SK Excelsior Mollem,SK Excelsior Mollem
1624,Unknown Club,Unknown Club
1625,KFC Verbroedering Alberta Geel,KFC Verbroedering Alberta Geel
1626,Unknown Club,Unknown Club
1627,JS Taminoise,JS Taminoise
1628,Unknown Club,Unknown Club
1629,FC Veldegem,FC Veldegem
1630,KSV Alsemberg,KSV Alsemberg
1631,Unknown Club,Unknown Club
1632,FC Jong Buken,FC Jong Buken
1633,Unknown Club,Unknown Club
1634,KSC Oostrozebeke,KSC Oostrozebeke
1635,RUS Estinnoise,RUS Estinnoise
1636,Unknown Club,Unknown Club
1637,KVC Jong Lede,KVC Jong Lede
1638,KSK Beveren-Leie,KSK Beveren-Leie
1639,FC Sint-Jozef Londerzeel,FC Sint-Jozef Londerzeel
1640,Unknown Club,Unknown Club
1641,KSV Jabbeke,KSV Jabbeke
1642,Unknown Club,Unknown Club
1643,FC Voorde Appelterre,FC Voorde Appelterre
1644,Unknown Club,Unknown Club
1645,Zonnekloppers Dentergem,Zonnekloppers Dentergem
1646,Unknown Club,Unknown Club
1647,Lierse Kempenzonen,Lierse Kempenzonen
1648,Unknown Club,Unknown Club
1649,Hulste Sportief,Hulste Sportief
1650,Unknown Club,Unknown Club
1651,KDC Ruddervoorde,KDC Ruddervoorde
1652,Unknown Club,Unknown Club
1653,ES Mominoise,ES Mominoise
1654,Unknown Club,Unknown Club
1655,Unknown Club,Unknown Club
1656,Unknown Club,Unknown Club
1657,RFC Sart-Bernard,RFC Sart-Bernard
1658,Unknown Club,Unknown Club
1659,SK Erembodegem,SK Erembodegem
1660,Unknown Club,Unknown Club
1661,KSK Sint-Paulus Opwijk,KSK Sint-Paulus Opwijk
1662,Unknown Club,Unknown Club
1663,SOS Schellebelle,SOS Schellebelle
1664,Unknown Club,Unknown Club
1665,VC Vamos Zandvoorde,VC Vamos Zandvoorde
1666,Unknown Club,Unknown Club
1667,FC Mere,FC Mere
1668,Unknown Club,Unknown Club
1669,KVRS Waasland - SK Beveren,KVRS Waasland - SK Beveren
1670,Unknown Club,Unknown Club
1671,Crossing Schaerbeek,Crossing Schaerbeek
1672,Unknown Club,Unknown Club
1673,White Star SC Sint-Amandsberg,White Star SC Sint-Amandsberg
1674,Unknown Club,Unknown Club
1675,Koninklijke Sportkring De Zwaluwen,Koninklijke Sportkring De Zwaluwen
1676,Unknown Club,Unknown Club
1677,SV Asse,SV Asse
1678,KSK De Zwaluwen Sint-Jans-Molenbeek,KSK De Zwaluwen Sint-Jans-Molenbeek
1679,FC Sparta Gent,FC Sparta Gent
1680,Unknown Club,Unknown Club
1681,KSV Maarkedal,KSV Maarkedal
1682,Unknown Club,Unknown Club
1683,Loenhout SK,Loenhout SK
1684,FC de Bray,FC de Bray
1685,Unknown Club,Unknown Club
1686,SV Vlaamse Ardennen,SV Vlaamse Ardennen
1687,Unknown Club,Unknown Club
1688,JS Heppignies,JS Heppignies
1689,Unknown Club,Unknown Club
1690,FC Beert,FC Beert
1691,KSC De Schroevers Moorsel,KSC De Schroevers Moorsel
1692,Stade Coquiane,Stade Coquiane
1693,Unknown Club,Unknown Club
1694,Football Club Schaerbeek,Football Club Schaerbeek
1695,Unknown Club,Unknown Club
1696,Herne,Herne
1697,Unknown Club,Unknown Club
1698,KFC Markzonen Tollembeek,KFC Markzonen Tollembeek
1699,KFC Hoger Op Kalken,KFC Hoger Op Kalken
1700,Unknown Club,Unknown Club
1701,KVC Erpe Erondegem,KVC Erpe Erondegem
1702,Ardos Ardooie,Ardos Ardooie
1703,RAS Monceau,RAS Monceau
1704,Unknown Club,Unknown Club
1705,Blauwvoet Otegem,Blauwvoet Otegem
1706,Unknown Club,Unknown Club
1707,Sportkring Delle,Sportkring Delle
1708,Unknown Club,Unknown Club
1709,KSK Steenbrugge,KSK Steenbrugge
1710,Royal Star Romsée,Royal Star Romsée
1711,Unknown Club,Unknown Club
1712,KFC Lennik,KFC Lennik
1713,Unknown Club,Unknown Club
1714,Sportkring de Vliegende Bal Schepdael,Sportkring de Vliegende Bal Schepdael
1715,Unknown Club,Unknown Club
1716,VK Robur Moerzeke,VK Robur Moerzeke
1717,Unknown Club,Unknown Club
1718,KVV Zelzate,KVV Zelzate
1719,Unknown Club,Unknown Club
1720,Dosko Sint-Kruis,Dosko Sint-Kruis
1721,Unknown Club,Unknown Club
1722,RUS Binchoise,RUS Binchoise
1723,Unknown Club,Unknown Club
1724,FC Gooik,FC Gooik
1725,Unknown Club,Unknown Club
1726,KFC Heikant Zele,KFC Heikant Zele
1727,Unknown Club,Unknown Club
1728,Excelsior Poelkapelle Pamel,Excelsior Poelkapelle Pamel
1729,Unknown Club,Unknown Club
1730,KSV Jupiter Nokere,KSV Jupiter Nokere
1731,Unknown Club,Unknown Club
1732,Bambois Sport,Bambois Sport
1733,Denderzonen Pamel,Denderzonen Pamel
1734,Unknown Club,Unknown Club
1735,KFC Aarsele,KFC Aarsele
1736,Unknown Club,Unknown Club
1737,Rakkersclub Borchtlombeek,Rakkersclub Borchtlombeek
1738,KFC Ezaart Sport Mol,KFC Ezaart Sport Mol
1739,SK Louise-Marie,SK Louise-Marie
1740,Unknown Club,Unknown Club
1741,Renaissance Mons 44,Renaissance Mons 44
1742,FC De Zandstar Zandbergen,FC De Zandstar Zandbergen
1743,Racing Club Lauwe,Racing Club Lauwe
1744,Unknown Club,Unknown Club
1745,FCW Gijzegem,FCW Gijzegem
1746,Unknown Club,Unknown Club
1747,RUS de Grand Reng,RUS de Grand Reng
1748,Arquet FC,Arquet FC
1749,KSK Klinge,KSK Klinge
1750,Unknown Club,Unknown Club
1751,KSK Kieldrecht,KSK Kieldrecht
1752,Rumstse SK,Rumstse SK
1753,KVK Hingene,KVK Hingene
1754,Unknown Club,Unknown Club
1755,KSK Kallo,KSK Kallo
1756,Fraiture FC,Fraiture FC
1757,KSK Maldegem,KSK Maldegem
1758,RRC Havelange,RRC Havelange
1759,Unknown Club,Unknown Club
1760,K.V. Eendracht Winnik,K.V. Eendracht Winnik
1761,Unknown Club,Unknown Club
1762,Genenbos Sport,Genenbos Sport
1763,Unknown Club,Unknown Club
1764,Sporting FC Haren,Sporting FC Haren
1765,Unknown Club,Unknown Club
1766,Hoger-Op Veltem,Hoger-Op Veltem
1767,ROCDN Bernissart,ROCDN Bernissart
1768,Unknown Club,Unknown Club
1769,KRC Bissegem,KRC Bissegem
1770,Unknown Club,Unknown Club
1771,KSK Weelde,KSK Weelde
1772,SV Kortrijk,SV Kortrijk
1773,FC Molen Sport Ingelmunster,FC Molen Sport Ingelmunster
1774,Unknown Club,Unknown Club
1775,RES Roux,RES Roux
1776,KVC Ardooie,KVC Ardooie
1777,RFC Spy,RFC Spy
1778,Unknown Club,Unknown Club
1779,Marloie Sport,Marloie Sport
1780,Unknown Club,Unknown Club
1781,KV Sint-Gillis,KV Sint-Gillis
1782,Olympic Ledegem,Olympic Ledegem
1783,KFC Verbroedering Lommel,KFC Verbroedering Lommel
1784,FC Eendracht Kapelle-op-den-Bos,FC Eendracht Kapelle-op-den-Bos
1785,FC Entente Pepine,FC Entente Pepine
1786,Entente Bertrigeoise,Entente Bertrigeoise
1787,Unknown Club,Unknown Club
1788,KFC Eendracht Belzele,KFC Eendracht Belzele
1789,Union Saint-Louis-Saint-Léger,Union Saint-Louis-Saint-Léger
1790,Unknown Club,Unknown Club
1791,Blue Star Gemmenich,Blue Star Gemmenich
1792,KAS Eupen,KAS Eupen
1793,Unknown Club,Unknown Club
1794,WA Sauvenière,WA Sauvenière
1795,Unknown Club,Unknown Club
1796,VC Nazareth-Eke,VC Nazareth-Eke
1797,Unknown Club,Unknown Club
1798,AC Hemptinne-Eghezée,AC Hemptinne-Eghezée
1799,Unknown Club,Unknown Club
1800,Union Basse-Sambre Auvelais,Union Basse-Sambre Auvelais
1801,Unknown Club,Unknown Club
1802,HO Atembeke,HO Atembeke
1803,FC Saint-Vaast,FC Saint-Vaast
1804,WIK Eine,WIK Eine
1805,Unknown Club,Unknown Club
1806,SC Lokeren-Temse,SC Lokeren-Temse
1807,US Halthier,US Halthier
1808,Unknown Club,Unknown Club
1809,Royal Groupement Corporatif de Charleroi,Royal Groupement Corporatif de Charleroi
1810,Unknown Club,Unknown Club
1811,RCO Triviérois,RCO Triviérois
1812,Unknown Club,Unknown Club
1813,EH Braives,EH Braives
1814,RFC Wallonia Waimes,RFC Wallonia Waimes
1815,Unknown Club,Unknown Club
1816,RFC Heusy Rouheid,RFC Heusy Rouheid
1817,Unknown Club,Unknown Club
1818,FC Union My,FC Union My
1819,FC Tisselt,FC Tisselt
1820,Unknown Club,Unknown Club
1821,KFC Lichtervelde,KFC Lichtervelde
1822,Unknown Club,Unknown Club
1823,KSC Beernem,KSC Beernem
1824,Unknown Club,Unknown Club
1825,KVV Dosko Baarle-Hertog,KVV Dosko Baarle-Hertog
1826,Unknown Club,Unknown Club
1827,KV Dosko Beveren,KV Dosko Beveren
1828,Unknown Club,Unknown Club
1829,Red Boys Elzestraat,Red Boys Elzestraat
1830,RFC Xhoffraix,RFC Xhoffraix
1831,Unknown Club,Unknown Club
1832,KV Patronaat Gits,KV Patronaat Gits
1833,RUS Bercheux,RUS Bercheux
1834,Sparta Appels,Sparta Appels
1835,Unknown Club,Unknown Club
1836,RFC Gives,RFC Gives
1837,Unknown Club,Unknown Club
1838,Esperance Rossignol,Esperance Rossignol
1839,Surdac Gent,Surdac Gent
1840,Unknown Club,Unknown Club
1841,Kessel FC,Kessel FC
1842,Unknown Club,Unknown Club
1843,SK Ekeren Donk,SK Ekeren Donk
1844,Unknown Club,Unknown Club
1845,KFC Sporting Sint-Gillis-Waas,KFC Sporting Sint-Gillis-Waas
1846,FC Zelzate,FC Zelzate
1847,Unknown Club,Unknown Club
1848,KFC Excelsior Balgerhoeke,KFC Excelsior Balgerhoeke
1849,Unknown Club,Unknown Club
1850,RUS Beloeil,RUS Beloeil
1851,SK Staden,SK Staden
1852,Union Basse Sambre Auvelais,Union Basse Sambre Auvelais
1853,Unknown Club,Unknown Club
1854,Excelsior Donk,Excelsior Donk
1855,KSV Pittem,KSV Pittem
1856,Unknown Club,Unknown Club
1857,Sint-Eloois-Winkel Sport,Sint-Eloois-Winkel Sport
1858,Unknown Club,Unknown Club
1859,KFC Hulsen Sport,KFC Hulsen Sport
1860,Unknown Club,Unknown Club
1861,KFC Sint-Joris Sportief,KFC Sint-Joris Sportief
1862,RUS Falisolle,RUS Falisolle
1863,Unknown Club,Unknown Club
1864,RUS On,RUS On
1865,Unknown Club,Unknown Club
1866,Reet SK,Reet SK
1867,Unknown Club,Unknown Club
1868,VV Laakdal,VV Laakdal
1869,Unknown Club,Unknown Club
1870,FC Sportvrienden Nijlen,FC Sportvrienden Nijlen
1871,Unknown Club,Unknown Club
1872,Uilenberg SK,Uilenberg SK
1873,Unknown Club,Unknown Club
1874,RSC Ovifat,RSC Ovifat
1875,Unknown Club,Unknown Club
1876,KFC Berendrecht Sport,KFC Berendrecht Sport
1877,Unknown Club,Unknown Club
1878,KSV Waregem,KSV Waregem
1879,Unknown Club,Unknown Club
1880,KFC Katelijne-Waver,KFC Katelijne-Waver
1881,RFC Meux,RFC Meux
1882,Unknown Club,Unknown Club
1883,KSV Bredene,KSV Bredene
1884,Bracquegnies Sport,Bracquegnies Sport
1885,Unknown Club,Unknown Club
1886,KFC Heist,KFC Heist
1887,Massenhoven VC,Massenhoven VC
1888,Voetbalclub Sint-Gillis,Voetbalclub Sint-Gillis
1889,Unknown Club,Unknown Club
1890,KFC De Kempen Tielen-Lichtaart,KFC De Kempen Tielen-Lichtaart
1891,Unknown Club,Unknown Club
1892,KFC Broechem,KFC Broechem
1893,Unknown Club,Unknown Club
1894,KVC Houtvenne,KVC Houtvenne
1895,Unknown Club,Unknown Club
1896,KFC Vitesse Stabroek,KFC Vitesse Stabroek
1897,Unknown Club,Unknown Club
1898,Union 81,Union 81
1899,Wanze Sports,Wanze Sports
1900,Unknown Club,Unknown Club
1901,Sporting Club Lontzen,Sporting Club Lontzen
1902,Unknown Club,Unknown Club
1903,RUS Biesme,RUS Biesme
1904,KVC Eendracht Nieuwerkerken,KVC Eendracht Nieuwerkerken
1905,Unknown Club,Unknown Club
1906,RSC Havré,RSC Havré
1907,Unknown Club,Unknown Club
1908,FC Doeljagers Viane,FC Doeljagers Viane
1909,Unknown Club,Unknown Club
1910,RAS Risquons-Tout,RAS Risquons-Tout
1911,KFC Eendracht Zelem,KFC Eendracht Zelem
1912,SK Vliermaalroot,SK Vliermaalroot
1913,Racing Wallonia Saint-Servais,Racing Wallonia Saint-Servais
1914,FC Maasland Noordoost,FC Maasland Noordoost
1915,Unknown Club,Unknown Club
